,text
3763,RT @Alireza__Azami: دو‌ زندانی در زندان اراک به نام‌های #یوسف_مهراد و #امیر_فاضلی‌زارع (صدرالله) به اتهام «سب‌النبی» به اعدام محکوم شده‌اند…
3764,"RT @Mo_hmdrza: #محسن_رضایی : اگه #آقامحسن_ایران حرف از اقدام نمیزد تا چند سال دیگه همه درگیر شعار می موندن؟
#اقدام_و_تحول https://t.co/Bzdr…"
3765,@Parisa73mh مرسی لطف کردی 🙏🌹
3766,"RT @ShabAhang1361: 🎧🎵

به تو گفته بودم که دستم بگیر
کنار دلم باش و با من بمیر
گفتم تا بدانی، به تو گفتم تا بمانی..."
3767,دوستانی که   MATIC دارن👇👇👇 https://t.co/ZH38ZhLno8
3768,"RT @irannews_40: فراخوان تجمع بزرگ و سراسری #بازنشستگان و مستمری بگیران تأمین اجتماعی

حقوق همه سطوح مستمری بگیران و از جمله حداقل بگیران و…"
3769,@minisamanism امیدوارم غمت کمتر بشه و‌دلت صبور
3770,"RT @larmital: فقط اونجا که یاس میگه هنر واسه هنرمندا مدرک جرمه‌. تا جایی که هنرمند هیچ فرقی با یه خلافکار نداره!
#زانیارخسروی_پشتتیم #ممنوع…"
3771,"RT @AsyedJany2: سید ابراهیم رئیسی با شعار «هر ایرانی یک طناب دار» به عرصه ی انتصابات رهبری وارد شد

#نه_به_جمهوری‌_اسلامی
#رای_بی_رای"
3772,"@siamak00381052 نقطه ورود من نمیتونم بگم
بستگی به استراتژی داره"
3773,من حاضرم شرط ببندم بیش از نصف دوستای کصخلم که حرف از تحریم انتخابات میزنن بعد از تایید صلاحیت ها میرن رای میدن. 😂 به همین برکت.
3774,"RT @Adorastylinson: گاز میشه فالوم کنین امشب بتونم توییت اتک شرکت کنم؟=))
ممنون میشم اینم ریتوییت کنین💕"
3775,@mohamadrezayo13 من به ماکارونی هم پنیر اضافه می‌کنم 😅😅😅
3776,@sayastar4 ئە‌زیزی منی
3777,"RT @Mostafaa_Azizi: ای صبا نکهتی از خاک ره یار بیار
ببر اندوه دل و مژده دلدار بیار #حافظ
 #SabaHungerStrike"
3778,RT @RezaWaliZadeh: زاکانی با سوپربولدوزر از روی لاريجانی رد شد.... :) https://t.co/u9T7UKmcCy
3779,"@Bakhtiyari78 مگه میشه از شصت و سه حساب کذایی چیزی به داداش نداده باشن بعد میخوان فساد رو هم کنترل کنن.
ایران و یک… https://t.co/QyM11ztAMF"
3780,@Adorastylinson بک پلیزز
3781,@hjchoas حاجی ما به خاطرش از همه جی مون گذشتیم.خواسته های خودمون ک قدم اول بود ):)
3782,@whateverrrrIdk زیر لب فتبارک الله احسن الخالقین میگم
3783,RT @Ya_Fatemeh_110: پاسخ آیت الله رئیسی به افرادی که دغدغه قوه قضائیه را دارند : دستگاه قضا مهم است اما قوه مجریه ، امر اهم و دارای اولویت…
3784,"RT @Margaretom96: خدایی واسه چهارتا دابسمش. 
هرچند که حالم از زانیار و شیروان به هم میخوره.ولی آخه چه وضعیه"
3785,"RT @MamadReza84: علی شجاعی
پسر نیک پرسپولیس

کم بازی میکنه
وقتی م تو بازیِ کم به چشم‌ میاد
ولی با جون و دل بازی میکنه
این برد فقط و فقط برا…"
3786,RT @AminParsi13: یکی از دلایل عمده بی عملی و بی تفاوتی حاکم بر دستگاه اداری کشور این است که مسئولین دولت درکی از مشکلات مردم ندارند، با انت…
3787,@ghzo91 😢😢😢😢😢 شگد فقير 😢😢
3788,"RT @Raavi_ir: لحظاتی جالب از مناظرات انتخاباتی سال ۹۶ و صحبت‌های #اسحاق_جهانگیری.

جهانگیری امروز در انتخابات ریاست جمهوری ثبت نام کرد. htt…"
3789,@marzban316 امان از آفت چپول بودن!
3790,"RT @DrSaeedJalili: این انتخابات نباید به ‌گونه‌ای باشد که لفاظی‌های ضعیف و بی‌اعتبار به برنامه‌ها و مسائل واقعی غلبه کند.

کشور را با نمایش…"
3791,"RT @Alireza_dodang: #محسن_رضایی
یک عده اینجا زیر گریه زدند؛ یک عده گفتند نه چکش نه کلید! پس شما کجا بودید؟ شما عامل بدبختی مردم بودید؛ اگر…"
3792,RT @NahidGhani: حرف‌های خانم بهاره هدایت بیشتر قابل ترحم است تا عصبانیت و تنفر. فکر کنید هویت فردی یک نفر در اصلاح‌طلبی خلاصه بشه و شما اون…
3793,"@Reyhan_shams @Poete_faillite @lBehihastaml فالو کن بک بگیر
⁦@EBI1365A 👑💓(ادشدن)

⁦@unclemehdi⁩ 💓

@persian_girl91… https://t.co/nJckEoPaRd"
3794,@MimGoli بهتر از سیاسی نویسیه🤦‍♂️
3795,@ArmyPluto عاختخخخخخخخخخ دیگ نمیتونم😭
3796,@thisishofdi اینم هست 😑 https://t.co/wx3iboe2vG
3797,"RT @Haniyeh_tak_: واقعا چرا سینگلم؟
اها چون شب نمیتونم بمونم و هرموقع خاست نمیتونم ببینمش 
_اوکی حله ؛)"
3798,"@itsboredme_ میدونی بنظرم اگه ادم از کسی خوشش نمیاد

یه بار
فوقش دو بار
تنفرشو نشون میده
بیشتر بشه ینی حسودی و کون… https://t.co/6dcZxqsqB1"
3799,"@Zazmiir حقیقتا شت! 
یه شتِ بزرگ"
3800,یه جمله ازش بگو. https://t.co/duSiqL1Ckt
3801,"RT @calledpardis: هلپ
اینجارو فالو کنید بیام رای بدممم"
3802,"RT @Kosar_1997: #محسن_رضایی : دولت آینده باید برای رفع مشکلات معیشتی مردم اقدام انقلابی کند‌.
#آقامحسن_ایران
#اقدام_و_تحول https://t.co/aLk…"
3803,"تو را ضدّ انقلاب دانستند،
همان ها که برای انقلاب،
 از نظر شخصیشان هم کوتاه نیامدند؛

پ ن :
 انسانِ معصوم و بدون عیب… https://t.co/3MqLFhM0SG"
3804,@Saeedagarta1 @_mimnon_ بله منم پس 😏
3805,اصلاً فرقی نمی‌کند دینداری یا بی‌دین ، سیاسی هستی یا نه ، اپوزسیون هستی یا نه فقط اگر ذره‌ای شرافت و انسانیت داری ل… https://t.co/KE6xATdLmZ
3806,"RT @shams364: با ادب و مهربانی می توانید مردم را قابل انعطاف و اطاعت پذیر سازید ؛ تاثیر ادب در طبیعت انسان مانند اثر گرما بر موم است !

 ار…"
3807,"RT @ItsMasExoL: دلم واسه بک تنگ شده

@weareoneEXO 
@layzhang 
@B_hundred_Hyun https://t.co/3oEfZx3Wip"
3808,@ArbabiMahyar @Erfan_khanaki @No33NBB @Asirap_ سخت نیست معاوضه با سینگال شارپی 😂😂😂😂
3809,@MansourRa1 @vahidhdi مثل آخوندی و زنگنه!
3810,@bpopokr @uniquenum اتحاد هامون رویایی بودن😂😂😂
3811,"RT @Daryasalari: چرا باید به محسن رضایی اعتماد کنیم؟ اگر نگاهی به مدیریت هشت ساله جنگ بندازیم میبینم که لایق اعتماده. 
#اقدام_و_تحول
#آقامح…"
3812,@Sobhan_Zarghami مثل نگه داشتن ته غذا
3813,"RT @daniyal_salami: @pouyakarimi64 #آقامحسن_ایران یعنی شجاعت عبور از اروند
#اقدام_و_تحول
#محسن_رضایی"
3814,"RT @Sanaz_f_x: مامانم برام شربت اورد داشت میریخت انقد پر بود بعد گفتم وای الان میریزه چقد پرش کردی برگشته میگ سرشو بخور نریزه

خب من ریدم ب…"
3815,"RT @emadioom: یاران جان 
اولین جمله ای که با دیدن این تصویر به ذهنتون می رسه رو لطف کنید :) https://t.co/Qil63MKQn5"
3816,"RT @narwan2024: مشکل اینجا بود خط شکن نداشتیم 
خط شکن آمد.....

#رئیسی_متشکریم https://t.co/MgrhDWSwSk"
3817,RT @ZAhmadiragheb: درود .صبا کردافشاری ، فعال مدنی در زندان نگران وضعیت مادرش راحله احمدی است و در اعتراض به وضعیت او دست به اعتصاب غذای اع…
3818,@Kainat__Mushtaq فالو بیک
3819,@iamababaie وووو حداقل بگو شامپو مال کیه؟
3820,"@Don_Saeid سید احمدالحسن فرستاده امام مهدی عج ظهور کرد
https://t.co/wN00zFD0AD"
3821,"داریوش کودک چهار ساله‌ی ایرانی‌ست که دو سال است توسط دولت دانمارک به زور از خانواده‌اش جدا شده.
روزنامه‌ی معتبر دان… https://t.co/OOVGSoy4rb"
3822,"RT @samooeil: #گلوباليسم و #پاتریتوست 

١- اصلا وجود ندارن فقط اسم تخيلي هستند

٢- با هم در حال جنگ هستند

٣- مكمل هم هستند براي اداره دنيا…"
3823,مرجعی که پشت لاریجانی و روحانی باشه،  تقلید کردن نداره
3824,"@lnzhastam طیب طیب الله احسنت باریک الله
دست کی رو شده براتون بانو الی ناز پیتزا؟"
3825,"RT @ali_shahbazi_am: مشکلات کشور حل شدنی است  فقط اقدام میخواهد 
#اقدام_و_تحول
 #آقامحسن_ایران 
#محسن_رضایی"
3826,"RT @ma_abasi459: اومدم بازم لینک شیر کنم

@GOT7OFFICIAL @JAYBDEF___

https://t.co/0QhWPS3fZZ"
3827,آیا این کاربر میتواند در نهایت اندو‌ ب رو پاس کنه؟ با ما همراه باشید.
3828,RT @Armin77022091: محسن رضایی: باید همه نیروهای انقلاب را با سازماندهی به صحنه بیاوریم تا ظرف چهارسال همان شگفتی هاي  درخشاني  را که در جبه…
3829,"چه بخونم جوونیم رفته دیگه صدام رفت؛ گل یخ توی دلم جوونه کرد...
#SabaHungerStrike https://t.co/JU5O9lpi88"
3830,RT @faribaaaaaaa: تلاش برای آزادی #SabaHungerStrike
3831,RT @ImanHagh: تا یحیی بذاره درش ❤ https://t.co/0RDpGwSXKi
3832,"ما همیشه پشتتیم@xaniar_khosravi 

#زانیار_خسروی
#ممنوع_الکاری
#زانیارخسروی_پشتتیم
#صدا_خاموش_شدنی_نیست"
3833,RT @farahaani_sina: وقتی بنیامین می‌بینه تو دایرکت براش عکس فرستادم و بدون دیدن، می‌دونه که عکس کیه: https://t.co/ei6QWvknkx
3834,"RT @AminParsi13: #محسن_رضایی هنگام ثبت نام:
آقایانی که این چند روز آمدند از فساد گفتند، ولی چرا سهم خودشان از این فساد و تبعیض را نگفتند؟#آ…"
3835,"كسي كه من بتونم مخشو بزنم 

كل دنيا هم ميتونن مخشو بزنن

چون يك ثانيه مخ زدن بلد نيستم 
:)))))"
3836,"RT @MehdiNo13703033: در دیاری که شیخ بر تخت است.
لبنانی، فلسطینی، سوری و یمنی خوشبخت است. و ایرانیِ با این همه ثروت بدبخت!!!

مرگ_بر_کلیت_و…"
3837,@grayaf_ اون موقع فکر میکردم رسمشونه مثلا و سعی می‌کردم احترام بذارم به این موضوع😔😂
3838,لوده بازی #علی_صبوری فقط برای اینستاگرام خوبه؛اونم چون میتونی ریپورت و بلاکش کنی
3839,"ببخشید من درست متوجه شدم یا نه؟
چون سخن ایشون هیچ قیدی نداشت،  رییسی و جلیلی هم جزوش میشن دیگه؟؟
یا اینکه می خوان ی… https://t.co/FBG8GfqIFL"
3840,"RT @biston1: امروز روز نکبت #یوم_النکبة در فلسطینه اما موندم کدام از سه تا نکبت ترینه؟؟
کاسبان عمر و معیشت مردم https://t.co/FInJdXlEZO"
3841,"RT @firouchka: بجای عشق بازی با ظالمان ( حکومت ایران) باید به مردم ایران کمک کنید 

پیتر بیسترون نماینده حزب راست AFD آلمان در پارلمان آلما…"
